0.5,8.71E-01,1.00E+00
0.52,8.56E-01,1.00E+00
0.54,8.70E-01,1.00E+00
0.56,8.53E-01,1.00E+00
0.58,8.65E-01,1.00E+00
0.6,8.58E-01,1.00E+00
0.62,8.55E-01,1.00E+00
0.64,8.67E-01,1.00E+00
0.66,8.63E-01,1.00E+00
0.68,8.53E-01,1.00E+00
0.7,8.68E-01,1.00E+00
0.72,8.72E-01,1.00E+00
0.74,8.76E-01,1.00E+00
0.76,8.82E-01,1.00E+00
0.78,8.74E-01,1.00E+00
0.8,8.93E-01,1.00E+00
0.82,9.09E-01,1.00E+00
0.84,8.98E-01,1.00E+00
0.86,9.04E-01,1.00E+00
0.88,9.13E-01,1.00E+00
